ElementID,Type,Volume,Sxx,Syy,Szz,Sxy,Sxz,Syz,Exx,Eyy,Ezz,Exy,Exz,Eyz
342,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
343,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
344,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
345,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
346,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
347,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
348,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
349,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
350,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
351,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
352,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
353,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
354,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
355,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
356,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
357,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
358,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
359,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
360,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
361,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
362,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
363,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
364,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
365,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
366,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
367,C3D8,0.327084,0,0,0,0,0,0,0,0,0,0,0,0
368,C3D8,0.327088,0,0,0,0,0,0,0,0,0,0,0,0
369,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
370,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
371,C3D8,0.327085,0,0,0,0,0,0,0,0,0,0,0,0
372,C3D8,0.327086,0,0,0,0,0,0,0,0,0,0,0,0
